,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria,union,tmp,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion
89,CP-EBSC2022-001,EBSC,EBSA,02/06/2022,01/01/2023 al 31/12/2038,06/06/2022,29/06/2022,29/07/2022,10/08/2022,01/09/2022,Cerrada y adjudicada,,,,13/09/2022,CP-EBSC2022-001/EBSA/EBSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EBSC2022-001-PROD02,1714.21,0.0,0.0,01/01/2023,31/12/2038,"EBSA E.S.P dando cumplimiento a lo establecido en las Leyes 142 y 143 de 1994, y la reglamentación vigente expedida por la CREG para el Mercado de Energía Mayorista, está interesada en recibir ofertas con destino a su mercado regulado para el período comprendido desde el 01 de Enero de 2023 a 31 de diciembre de 2038."
90,CP-EBSC2022-001,EBSC,EBSA,02/06/2022,01/01/2023 al 31/12/2038,06/06/2022,29/06/2022,29/07/2022,10/08/2022,01/09/2022,Cerrada y adjudicada,,,,13/09/2022,CP-EBSC2022-001/EBSA/EBSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EBSC2022-001-PROD03,1850.58,0.0,0.0,01/01/2023,31/12/2038,"EBSA E.S.P dando cumplimiento a lo establecido en las Leyes 142 y 143 de 1994, y la reglamentación vigente expedida por la CREG para el Mercado de Energía Mayorista, está interesada en recibir ofertas con destino a su mercado regulado para el período comprendido desde el 01 de Enero de 2023 a 31 de diciembre de 2038."
91,CP-EBSC2022-001,EBSC,EBSA,02/06/2022,01/01/2023 al 31/12/2038,06/06/2022,29/06/2022,29/07/2022,10/08/2022,01/09/2022,Cerrada y adjudicada,,,,13/09/2022,CP-EBSC2022-001/EBSA/EBSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EBSC2022-001-PROD04,5698.65,2604.42,259.63,01/01/2023,31/12/2038,"EBSA E.S.P dando cumplimiento a lo establecido en las Leyes 142 y 143 de 1994, y la reglamentación vigente expedida por la CREG para el Mercado de Energía Mayorista, está interesada en recibir ofertas con destino a su mercado regulado para el período comprendido desde el 01 de Enero de 2023 a 31 de diciembre de 2038."
92,CP-EBSC2022-001,EBSC,EBSA,02/06/2022,01/01/2023 al 31/12/2038,06/06/2022,29/06/2022,29/07/2022,10/08/2022,01/09/2022,Cerrada y adjudicada,,,,13/09/2022,CP-EBSC2022-001/EBSA/EBSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EBSC2022-001-PROD05,876.72,412.02,266.38,01/01/2023,31/12/2038,"EBSA E.S.P dando cumplimiento a lo establecido en las Leyes 142 y 143 de 1994, y la reglamentación vigente expedida por la CREG para el Mercado de Energía Mayorista, está interesada en recibir ofertas con destino a su mercado regulado para el período comprendido desde el 01 de Enero de 2023 a 31 de diciembre de 2038."
93,CP-CHCC2022-001,CHCC,CHEC,31/05/2022,01/10/2022 al 31/12/2037,02/06/2022,24/06/2022,29/07/2022,11/08/2022,01/09/2022,Cerrada y adjudicada,,,,06/09/2022,CP-CHCC2022-001/CHEC/CHCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CHCC2022-001-PROD01,36.91,0.0,0.0,01/10/2022,31/12/2037,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para los períodos comprendidos entre 01 de octubre de 2022 al 31 de diciembre de 2022 y el 01 de enero de 2027 al 31 de diciembre de 2037"
94,CP-CHCC2022-001,CHCC,CHEC,31/05/2022,01/10/2022 al 31/12/2037,02/06/2022,24/06/2022,29/07/2022,11/08/2022,01/09/2022,Cerrada y adjudicada,,,,06/09/2022,CP-CHCC2022-001/CHEC/CHCC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CHCC2022-001-PROD02,2289.6,2289.6,229.38,01/10/2022,31/12/2037,"Suministro de energía y potencia eléctricas requeridas para atender el mercado regulado, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para los períodos comprendidos entre 01 de octubre de 2022 al 31 de diciembre de 2022 y el 01 de enero de 2027 al 31 de diciembre de 2037"
95,CP-HLAC2022-001,HLAC,ELECTROHUILA,24/05/2022,01/09/2022 al 31/12/2031,26/05/2022,10/06/2022,13/07/2022,27/07/2022,08/08/2022,Cerrada y adjudicada,,,,18/08/2022,CP-HLAC2022-001/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-001-PROD01,2137.37,0.0,0.0,01/09/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de septiembre de 2022 al 31 de diciembre de 2031
96,CP-HLAC2022-001,HLAC,ELECTROHUILA,24/05/2022,01/09/2022 al 31/12/2031,26/05/2022,10/06/2022,13/07/2022,27/07/2022,08/08/2022,Cerrada y adjudicada,,,,18/08/2022,CP-HLAC2022-001/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-001-PROD02,256.47,0.0,0.0,01/09/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de septiembre de 2022 al 31 de diciembre de 2031
97,CP-HLAC2022-001,HLAC,ELECTROHUILA,24/05/2022,01/09/2022 al 31/12/2031,26/05/2022,10/06/2022,13/07/2022,27/07/2022,08/08/2022,Cerrada y adjudicada,,,,18/08/2022,CP-HLAC2022-001/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-001-PROD03,444.32,3.47,285.0,01/09/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de septiembre de 2022 al 31 de diciembre de 2031
98,CP-HLAC2022-001,HLAC,ELECTROHUILA,24/05/2022,01/09/2022 al 31/12/2031,26/05/2022,10/06/2022,13/07/2022,27/07/2022,08/08/2022,Cerrada y adjudicada,,,,18/08/2022,CP-HLAC2022-001/ELECTROHUILA/HLAC/01%2F02%2F2023/31%2F12%2F2026,1,CP-HLAC2022-001-PROD04,433.13,0.0,0.0,01/09/2022,31/12/2031,Suministro de energía y potencia asociada con destino al mercado regulado de ELECTROHUILA SA ESP para el período comprendido entre 01 de septiembre de 2022 al 31 de diciembre de 2031
99,CP-ENDC2022-001,ENDC,ENEL,23/05/2022,01/09/2022 al 31/12/2036,26/05/2022,17/06/2022,21/07/2022,03/08/2022,09/08/2022,Cerrada y adjudicada,,,,18/08/2022,CP-ENDC2022-001/ENEL/ENDC/01%2F02%2F2023/31%2F12%2F2026,1,CP-ENDC2022-001-PROD03,773.0,240.0,246.27,01/09/2022,31/12/2036,"ENEL COLOMBIA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de septiembre de 2022 y el 31 de diciembre de 2036, para atender su mercado regulado."
100,CP-ENDC2022-001,ENDC,ENEL,23/05/2022,01/09/2022 al 31/12/2036,26/05/2022,17/06/2022,21/07/2022,03/08/2022,09/08/2022,Cerrada y adjudicada,,,,18/08/2022,CP-ENDC2022-001/ENEL/ENDC/01%2F02%2F2023/31%2F12%2F2026,1,CP-ENDC2022-001-PROD04,7455.0,4100.0,230.39,01/09/2022,31/12/2036,"ENEL COLOMBIA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de septiembre de 2022 y el 31 de diciembre de 2036, para atender su mercado regulado."
101,CP-CDNC2022-002,CDNC,CEDENAR,19/05/2022,01/01/2023 al 31/12/2032,19/05/2022,10/06/2022,13/07/2022,27/07/2022,16/08/2022,Cerrada y adjudicada,,,,19/08/2022,CP-CDNC2022-002/CEDENAR/CDNC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDNC2022-002-PROD01,156.48,12.79,282.24,01/01/2023,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de enero de 2023 a 31 de diciembre de 2032
102,CP-CDNC2022-002,CDNC,CEDENAR,19/05/2022,01/01/2023 al 31/12/2032,19/05/2022,10/06/2022,13/07/2022,27/07/2022,16/08/2022,Cerrada y adjudicada,,,,19/08/2022,CP-CDNC2022-002/CEDENAR/CDNC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDNC2022-002-PROD02,45.86,26.35,290.42,01/01/2023,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de enero de 2023 a 31 de diciembre de 2032
103,CP-CDNC2022-002,CDNC,CEDENAR,19/05/2022,01/01/2023 al 31/12/2032,19/05/2022,10/06/2022,13/07/2022,27/07/2022,16/08/2022,Cerrada y adjudicada,,,,19/08/2022,CP-CDNC2022-002/CEDENAR/CDNC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CDNC2022-002-PROD03,53.33,0.0,0.0,01/01/2023,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de enero de 2023 a 31 de diciembre de 2032
104,CP-RTQC2022-002,RTQC,RUITOQUE,16/05/2022,01/09/2022 al 31/12/2024,16/05/2022,07/06/2022,08/07/2022,21/07/2022,11/08/2022,Cerrada y adjudicada,,,,23/08/2022,CP-RTQC2022-002/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-002-PROD01,8.78,8.78,231.08,01/09/2022,31/12/2024,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE RUITOQUE PARA EL PERÍODO DEL 01 DE SEPTIEMBRE DE 2022 AL 31 DICIEMBRE DE 2024
105,CP-RTQC2022-002,RTQC,RUITOQUE,16/05/2022,01/09/2022 al 31/12/2024,16/05/2022,07/06/2022,08/07/2022,21/07/2022,11/08/2022,Cerrada y adjudicada,,,,23/08/2022,CP-RTQC2022-002/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-002-PROD02,2.28,2.28,235.8,01/09/2022,31/12/2024,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE RUITOQUE PARA EL PERÍODO DEL 01 DE SEPTIEMBRE DE 2022 AL 31 DICIEMBRE DE 2024
106,CP-RTQC2022-002,RTQC,RUITOQUE,16/05/2022,01/09/2022 al 31/12/2024,16/05/2022,07/06/2022,08/07/2022,21/07/2022,11/08/2022,Cerrada y adjudicada,,,,23/08/2022,CP-RTQC2022-002/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-002-PROD03,43.8,0.0,0.0,01/09/2022,31/12/2024,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE RUITOQUE PARA EL PERÍODO DEL 01 DE SEPTIEMBRE DE 2022 AL 31 DICIEMBRE DE 2024
107,CP-RTQC2022-002,RTQC,RUITOQUE,16/05/2022,01/09/2022 al 31/12/2024,16/05/2022,07/06/2022,08/07/2022,21/07/2022,11/08/2022,Cerrada y adjudicada,,,,23/08/2022,CP-RTQC2022-002/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-002-PROD04,15.2,0.0,0.0,01/09/2022,31/12/2024,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE RUITOQUE PARA EL PERÍODO DEL 01 DE SEPTIEMBRE DE 2022 AL 31 DICIEMBRE DE 2024
108,CP-RTQC2022-002,RTQC,RUITOQUE,16/05/2022,01/09/2022 al 31/12/2024,16/05/2022,07/06/2022,08/07/2022,21/07/2022,11/08/2022,Cerrada y adjudicada,,,,23/08/2022,CP-RTQC2022-002/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-002-PROD05,26.3,0.0,0.0,01/09/2022,31/12/2024,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE RUITOQUE PARA EL PERÍODO DEL 01 DE SEPTIEMBRE DE 2022 AL 31 DICIEMBRE DE 2024
109,CP-RTQC2022-002,RTQC,RUITOQUE,16/05/2022,01/09/2022 al 31/12/2024,16/05/2022,07/06/2022,08/07/2022,21/07/2022,11/08/2022,Cerrada y adjudicada,,,,23/08/2022,CP-RTQC2022-002/RUITOQUE/RTQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-RTQC2022-002-PROD06,22.1,0.0,0.0,01/09/2022,31/12/2024,COMPRA DE ENERGÍA ELÉCTRICA CON DESTINO AL MERCADO REGULADO DE RUITOQUE PARA EL PERÍODO DEL 01 DE SEPTIEMBRE DE 2022 AL 31 DICIEMBRE DE 2024
110,CP-EDQC2022-001,EDQC,EDEQ,09/05/2022,01/09/2022 al 31/12/2032,10/05/2022,01/06/2022,01/07/2022,15/07/2022,08/08/2022,Cerrada y adjudicada,,,,17/08/2022,CP-EDQC2022-001/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2022-001-PROD01,136.17,56.73,248.95,01/09/2022,31/12/2032,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de septiembre de 2022 y el 31 de diciembre de 2032."
111,CP-EDQC2022-001,EDQC,EDEQ,09/05/2022,01/09/2022 al 31/12/2032,10/05/2022,01/06/2022,01/07/2022,15/07/2022,08/08/2022,Cerrada y adjudicada,,,,17/08/2022,CP-EDQC2022-001/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2022-001-PROD02,206.08,206.08,233.2,01/09/2022,31/12/2032,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de septiembre de 2022 y el 31 de diciembre de 2032."
112,CP-EDQC2022-001,EDQC,EDEQ,09/05/2022,01/09/2022 al 31/12/2032,10/05/2022,01/06/2022,01/07/2022,15/07/2022,08/08/2022,Cerrada y adjudicada,,,,17/08/2022,CP-EDQC2022-001/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2022-001-PROD03,138.23,0.0,0.0,01/09/2022,31/12/2032,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de septiembre de 2022 y el 31 de diciembre de 2032."
113,CP-EDQC2022-001,EDQC,EDEQ,09/05/2022,01/09/2022 al 31/12/2032,10/05/2022,01/06/2022,01/07/2022,15/07/2022,08/08/2022,Cerrada y adjudicada,,,,17/08/2022,CP-EDQC2022-001/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2022-001-PROD04,138.23,32.74,233.92,01/09/2022,31/12/2032,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de septiembre de 2022 y el 31 de diciembre de 2032."
114,CP-EDQC2022-001,EDQC,EDEQ,09/05/2022,01/09/2022 al 31/12/2032,10/05/2022,01/06/2022,01/07/2022,15/07/2022,08/08/2022,Cerrada y adjudicada,,,,17/08/2022,CP-EDQC2022-001/EDEQ/EDQC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EDQC2022-001-PROD05,105.49,30.07,278.57,01/09/2022,31/12/2032,"EDEQ S.A. ESP invita a los interesados a presentar oferta(s) mercantil(es) para el suministro de energía y potencia eléctricas requerida para atender el mercado regulado, para el período comprendido entre el 01 de septiembre de 2022 y el 31 de diciembre de 2032."
115,CP-EPTC2022-001,EPTC,PUTUMAYO,06/05/2022,01/01/2023 al 31/12/2029,06/05/2022,27/05/2022,29/06/2022,13/07/2022,02/08/2022,Cerrada y adjudicada,,,,11/08/2022,CP-EPTC2022-001/PUTUMAYO/EPTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EPTC2022-001-PROD01,181.02,122.42,278.72,01/01/2023,31/12/2029,"EMPRESA DE ENERGIA DEL PUTUMAYO S.A E.S.P., abre la CONVOCATORIA PUBLICA CP-EPTC2022-001, para contratar el suministro de energía y potencia para atender su Mercado Regulado.Se recibirán ofertas en la modalidad pague lo contratado , a partir del 1 de enero de 2023 al 31 de diciembre de 2029."
116,CP-CSSC2022-002,CSSC,Air-e,26/04/2022,01/07/2022 al 31/12/2028,26/04/2022,04/05/2022,02/06/2022,14/06/2022,30/06/2022,Cerrada y adjudicada,,,,12/07/2022,CP-CSSC2022-002/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2022-002-PROD03,3652.0,53.7,262.0,01/07/2022,31/12/2028,"Air-e se permite invitar bajo los términos y condiciones establecidos en la Resolución CREG 130 de 2019, a las empresas interesadas en presentar oferta para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de julio de 2022 al 31 de diciembre de 2028."
117,CP-CSSC2022-002,CSSC,Air-e,26/04/2022,01/07/2022 al 31/12/2028,26/04/2022,04/05/2022,02/06/2022,14/06/2022,30/06/2022,Cerrada y adjudicada,,,,12/07/2022,CP-CSSC2022-002/Air-e/CSSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CSSC2022-002-PROD04,0.08,0.0,0.0,01/07/2022,31/12/2028,"Air-e se permite invitar bajo los términos y condiciones establecidos en la Resolución CREG 130 de 2019, a las empresas interesadas en presentar oferta para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de julio de 2022 al 31 de diciembre de 2028."
118,CP-CQTC2022-002,CQTC,ELECTROCAQUETA,20/04/2022,01/08/2022 al 31/12/2025,20/04/2022,11/05/2022,09/06/2022,23/06/2022,15/07/2022,Cerrada y adjudicada,,,,27/07/2022,CP-CQTC2022-002/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-002-PROD01,33.34,33.34,239.72,01/08/2022,31/12/2025,"COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA S.A ESP., PARA EL PERIODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DIA 1RO DE AGOSTO DEL 2022 HASTA LAS 11:59 PM DEL DIA 31 DE DICIEMBRE DEL 2025."
119,CP-CQTC2022-002,CQTC,ELECTROCAQUETA,20/04/2022,01/08/2022 al 31/12/2025,20/04/2022,11/05/2022,09/06/2022,23/06/2022,15/07/2022,Cerrada y adjudicada,,,,27/07/2022,CP-CQTC2022-002/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-002-PROD02,,,,01/08/2022,31/12/2025,"COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA S.A ESP., PARA EL PERIODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DIA 1RO DE AGOSTO DEL 2022 HASTA LAS 11:59 PM DEL DIA 31 DE DICIEMBRE DEL 2025."
120,CP-CQTC2022-002,CQTC,ELECTROCAQUETA,20/04/2022,01/08/2022 al 31/12/2025,20/04/2022,11/05/2022,09/06/2022,23/06/2022,15/07/2022,Cerrada y adjudicada,,,,27/07/2022,CP-CQTC2022-002/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-002-PROD03,,,,01/08/2022,31/12/2025,"COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA S.A ESP., PARA EL PERIODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DIA 1RO DE AGOSTO DEL 2022 HASTA LAS 11:59 PM DEL DIA 31 DE DICIEMBRE DEL 2025."
121,CP-CQTC2022-002,CQTC,ELECTROCAQUETA,20/04/2022,01/08/2022 al 31/12/2025,20/04/2022,11/05/2022,09/06/2022,23/06/2022,15/07/2022,Cerrada y adjudicada,,,,27/07/2022,CP-CQTC2022-002/ELECTROCAQUETA/CQTC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CQTC2022-002-PROD04,,,,01/08/2022,31/12/2025,"COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA S.A ESP., PARA EL PERIODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DIA 1RO DE AGOSTO DEL 2022 HASTA LAS 11:59 PM DEL DIA 31 DE DICIEMBRE DEL 2025."
122,CP-EBPC2022-001,EBPC,BAJO PUTUMAYO,06/04/2022,01/01/2023 al 31/12/2027,07/04/2022,02/05/2022,31/05/2022,09/06/2022,23/06/2022,Cerrada y adjudicada,,,,29/06/2022,CP-EBPC2022-001/BAJO PUTUMAYO/EBPC/01%2F02%2F2023/31%2F12%2F2026,1,CP-EBPC2022-001-PROD01,233.62,233.62,272.52,01/01/2023,31/12/2027,"Suministro de energía (curva y plana) para el mercado, para el periodo 01-01-2023 al 31-12-2027."
123,CP-TPLC2022-003,TPLC,TERPEL,30/03/2022,01/08/2022 al 31/12/2032,01/04/2022,19/04/2022,18/05/2022,27/05/2022,21/06/2022,Cerrada y adjudicada,,,,30/06/2022,CP-TPLC2022-003/TERPEL/TPLC/01%2F02%2F2023/31%2F12%2F2026,1,CP-TPLC2022-003-PROD01,1.4,0.57,240.0,01/08/2022,31/12/2032,TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de agosto de 2022 y el 31 de diciembre de 2032.
124,CP-TPLC2022-003,TPLC,TERPEL,30/03/2022,01/08/2022 al 31/12/2032,01/04/2022,19/04/2022,18/05/2022,27/05/2022,21/06/2022,Cerrada y adjudicada,,,,30/06/2022,CP-TPLC2022-003/TERPEL/TPLC/01%2F02%2F2023/31%2F12%2F2026,1,CP-TPLC2022-003-PROD02,,,,01/08/2022,31/12/2032,TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de agosto de 2022 y el 31 de diciembre de 2032.
125,CP-TPLC2022-003,TPLC,TERPEL,30/03/2022,01/08/2022 al 31/12/2032,01/04/2022,19/04/2022,18/05/2022,27/05/2022,21/06/2022,Cerrada y adjudicada,,,,30/06/2022,CP-TPLC2022-003/TERPEL/TPLC/01%2F02%2F2023/31%2F12%2F2026,1,CP-TPLC2022-003-PROD03,,,,01/08/2022,31/12/2032,TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de agosto de 2022 y el 31 de diciembre de 2032.
126,CP-TPLC2022-003,TPLC,TERPEL,30/03/2022,01/08/2022 al 31/12/2032,01/04/2022,19/04/2022,18/05/2022,27/05/2022,21/06/2022,Cerrada y adjudicada,,,,30/06/2022,CP-TPLC2022-003/TERPEL/TPLC/01%2F02%2F2023/31%2F12%2F2026,1,CP-TPLC2022-003-PROD04,90.6,67.3,244.15,01/08/2022,31/12/2032,TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de agosto de 2022 y el 31 de diciembre de 2032.
127,CP-CNSC2022-001,CNSC,CENS,18/03/2022,01/07/2022 al 31/12/2037,22/03/2022,12/04/2022,12/05/2022,25/05/2022,15/06/2022,Cerrada y adjudicada,,,,06/07/2022,CP-CNSC2022-001/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2022-001-PROD01,156.15,130.25,249.0,01/07/2022,31/12/2037,"RECIBIR PROPUESTAS PARA EL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA REQUERIDAS PARA ATENDER EL MERCADO REGULADO CENS, MODALIDAD PAGUE LO CONTRATADO, PARA LA VIGENCIA DEL 1 DE JULIO DE 2022 AL 31 DE DICIEMBRE DE 2037. LOS PRODUCTOS 1,2 Y 3 SON EXCLUSIVOS DE FNCER (PND Y RESOLUCIONES MME 4 0715-2019 Y 40060-2021)"
128,CP-CNSC2022-001,CNSC,CENS,18/03/2022,01/07/2022 al 31/12/2037,22/03/2022,12/04/2022,12/05/2022,25/05/2022,15/06/2022,Cerrada y adjudicada,,,,06/07/2022,CP-CNSC2022-001/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2022-001-PROD02,431.76,357.98,232.79,01/07/2022,31/12/2037,"RECIBIR PROPUESTAS PARA EL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA REQUERIDAS PARA ATENDER EL MERCADO REGULADO CENS, MODALIDAD PAGUE LO CONTRATADO, PARA LA VIGENCIA DEL 1 DE JULIO DE 2022 AL 31 DE DICIEMBRE DE 2037. LOS PRODUCTOS 1,2 Y 3 SON EXCLUSIVOS DE FNCER (PND Y RESOLUCIONES MME 4 0715-2019 Y 40060-2021)"
129,CP-CNSC2022-001,CNSC,CENS,18/03/2022,01/07/2022 al 31/12/2037,22/03/2022,12/04/2022,12/05/2022,25/05/2022,15/06/2022,Cerrada y adjudicada,,,,06/07/2022,CP-CNSC2022-001/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2022-001-PROD03,783.42,783.42,234.3,01/07/2022,31/12/2037,"RECIBIR PROPUESTAS PARA EL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA REQUERIDAS PARA ATENDER EL MERCADO REGULADO CENS, MODALIDAD PAGUE LO CONTRATADO, PARA LA VIGENCIA DEL 1 DE JULIO DE 2022 AL 31 DE DICIEMBRE DE 2037. LOS PRODUCTOS 1,2 Y 3 SON EXCLUSIVOS DE FNCER (PND Y RESOLUCIONES MME 4 0715-2019 Y 40060-2021)"
130,CP-CNSC2022-001,CNSC,CENS,18/03/2022,01/07/2022 al 31/12/2037,22/03/2022,12/04/2022,12/05/2022,25/05/2022,15/06/2022,Cerrada y adjudicada,,,,06/07/2022,CP-CNSC2022-001/CENS/CNSC/01%2F02%2F2023/31%2F12%2F2026,1,CP-CNSC2022-001-PROD04,40.51,38.93,240.9,01/07/2022,31/12/2037,"RECIBIR PROPUESTAS PARA EL SUMINISTRO DE ENERGÍA Y POTENCIA ELÉCTRICA REQUERIDAS PARA ATENDER EL MERCADO REGULADO CENS, MODALIDAD PAGUE LO CONTRATADO, PARA LA VIGENCIA DEL 1 DE JULIO DE 2022 AL 31 DE DICIEMBRE DE 2037. LOS PRODUCTOS 1,2 Y 3 SON EXCLUSIVOS DE FNCER (PND Y RESOLUCIONES MME 4 0715-2019 Y 40060-2021)"
